Time,Latitude,Longitude,PM10,PM25,Humidity,Temperature
20.3.2018 17:27:4,69.636039,18.966382,1.2,0.6,28.2,1.2
20.3.2018 17:27:40,69.635498,18.965557,2.4,0.7,30,1
20.3.2018 17:27:42,69.635459,18.965505,2.4,0.6,30.2,1
20.3.2018 17:27:43,69.635444,18.965488,2.4,0.6,30.2,1
20.3.2018 17:27:45,69.635421,18.965457,2.4,0.6,30.4,1
20.3.2018 17:27:46,69.635406,18.965454,2.4,0.6,30.4,1
20.3.2018 17:27:48,69.635375,18.96545,2.4,0.6,30.8,1.1
20.3.2018 17:27:49,69.635353,18.965442,2.4,0.6,30.8,1.1
20.3.2018 17:27:51,69.635322,18.965391,2.4,0.6,30.5,0.9
20.3.2018 17:27:52,69.635314,18.965354,2.4,0.6,30.5,0.9
20.3.2018 17:27:54,69.635284,18.965282,2.4,0.6,30.8,0.9
20.3.2018 17:27:55,69.635276,18.965244,2.4,0.6,30.8,0.9
20.3.2018 17:27:57,69.635261,18.965156,2.2,0.6,30.9,1
20.3.2018 17:27:58,69.635253,18.965114,2.1,0.6,30.9,1
20.3.2018 17:27:6,69.636009,18.966346,1.1,0.6,28.3,1.2
20.3.2018 17:27:7,69.635993,18.966323,1.1,0.6,28.3,1.2
20.3.2018 17:27:9,69.635963,18.966287,1.1,0.6,28.3,1.2
20.3.2018 17:28:0,69.635238,18.965042,1.9,0.6,31.3,1
20.3.2018 17:28:1,69.635223,18.965009,1.9,0.6,31.3,1
20.3.2018 17:28:11,69.635086,18.964756,5.9,1,31.1,1.1
20.3.2018 17:28:13,69.635063,18.964704,5.9,1.1,31.1,1.1
20.3.2018 17:28:15,69.63504,18.964651,5.9,1,31.1,1.1
20.3.2018 17:28:17,69.635009,18.964605,5.9,1,31,1.2
20.3.2018 17:28:19,69.634979,18.96457,6,1,31.4,1.2
20.3.2018 17:28:21,69.634956,18.964521,6,1,31.4,1.2
20.3.2018 17:28:23,69.634933,18.964469,6,1,31.5,1.2
20.3.2018 17:28:25,69.63491,18.964414,5.1,1,31.3,1.2
20.3.2018 17:28:27,69.634895,18.964363,4.6,0.9,31.3,1.2
20.3.2018 17:28:29,69.63488,18.964305,4.6,1,31.2,1.2
20.3.2018 17:28:3,69.6352,18.964948,3.1,0.8,31.6,1.1
20.3.2018 17:28:32,69.634841,18.96421,4.8,1,31.5,1.2
20.3.2018 17:28:4,69.635192,18.964921,4.2,0.9,31.6,1.1
20.3.2018 17:28:6,69.635162,18.96487,5.6,1,31.2,1
20.3.2018 17:28:7,69.635147,18.964845,5.8,1.1,31.2,1
20.3.2018 17:28:9,69.635116,18.964799,5.9,1,31.1,1.1
20.3.2018 17:3:55,69.624443,18.948904,2.7,1.3,27.7,2.1
20.3.2018 17:3:56,69.624473,18.948942,2.9,1.4,27.7,2.1
20.3.2018 17:3:57,69.624504,18.948984,3,1.4,27.8,2.1
20.3.2018 17:3:58,69.624526,18.949007,3.2,1.5,27.8,2.1
20.3.2018 17:3:59,69.624557,18.949022,3.3,1.5,27.8,2.1
20.3.2018 17:30:10,69.633583,18.961744,4.2,0.9,32.3,0.9
20.3.2018 17:30:11,69.633567,18.961721,4.2,0.9,32.3,0.9
20.3.2018 17:30:12,69.63356,18.961704,4.2,0.9,32.3,0.8
20.3.2018 17:30:13,69.633552,18.961687,4.2,0.9,32.3,0.8
20.3.2018 17:30:14,69.633537,18.961662,4.3,0.9,32.3,0.8
20.3.2018 17:30:31,69.633338,18.96132,5.4,1.3,32.2,0.2
20.3.2018 17:30:33,69.633316,18.961275,5.5,1.3,32,0.1
20.3.2018 17:30:34,69.6333,18.961254,5.6,1.3,32,0.1
20.3.2018 17:30:35,69.633293,18.961236,5.4,1.3,32,0
20.3.2018 17:30:36,69.633277,18.961217,5.3,1.3,32,0
20.3.2018 17:30:37,69.633262,18.961194,5.2,1.2,32,0
20.3.2018 17:30:38,69.633255,18.961175,5.2,1.2,31.8,-0.1
20.3.2018 17:30:39,69.633239,18.961154,5.2,1.2,31.8,-0.1
20.3.2018 17:30:4,69.633651,18.961883,4.1,0.8,32.3,1.1
20.3.2018 17:30:40,69.633232,18.961132,5.2,1.2,31.8,-0.1
20.3.2018 17:30:41,69.633216,18.961109,5.2,1.2,31.6,-0.1
20.3.2018 17:30:42,69.633209,18.961078,5.2,1.2,31.6,-0.1
20.3.2018 17:30:43,69.633201,18.96105,5.2,1.2,31.6,-0.1
20.3.2018 17:30:44,69.633193,18.961025,5.2,1.2,31.4,-0.1
20.3.2018 17:30:45,69.633178,18.961,5.2,1.2,31.4,-0.1
20.3.2018 17:30:46,69.633163,18.960971,5.2,1.2,31.4,-0.1
20.3.2018 17:30:47,69.633155,18.960948,5.3,1.2,31.4,-0.1
20.3.2018 17:30:48,69.633148,18.960926,5.3,1.2,31.4,-0.1
20.3.2018 17:30:49,69.63314,18.960924,5.3,1.3,31.4,-0.1
20.3.2018 17:30:5,69.633644,18.96186,4.1,0.8,32.3,1.1
20.3.2018 17:30:50,69.633125,18.960908,5.2,1.3,31.5,-0.1
20.3.2018 17:30:51,69.633117,18.960889,5.2,1.3,31.5,-0.1
20.3.2018 17:30:52,69.633125,18.960878,5.2,1.3,31.5,-0.3
20.3.2018 17:30:53,69.633125,18.960872,5.2,1.3,31.5,-0.3
20.3.2018 17:30:54,69.63311,18.960859,5.3,1.3,31.5,-0.3
20.3.2018 17:30:55,69.633102,18.960853,5.3,1.4,31.6,-0.4
20.3.2018 17:30:56,69.633094,18.960845,5,1.3,31.6,-0.4
20.3.2018 17:30:58,69.633064,18.960786,4.3,1.3,31.8,-0.5
20.3.2018 17:30:59,69.633056,18.960763,3.7,1.3,31.8,-0.5
20.3.2018 17:30:6,69.633636,18.961835,4.1,0.8,32,1
20.3.2018 17:30:7,69.633621,18.961816,4.1,0.8,32,1
20.3.2018 17:30:8,69.633605,18.961793,4.2,0.8,32,1
20.3.2018 17:30:9,69.633598,18.961771,4.2,0.9,32.3,0.9
20.3.2018 17:31:1,69.633033,18.96072,2.5,1.2,31.8,-0.5
20.3.2018 17:31:10,69.632904,18.960483,2.5,1.2,32.3,-0.8
20.3.2018 17:31:11,69.632888,18.960456,2.5,1.2,32.3,-0.8
20.3.2018 17:31:13,69.632873,18.960422,2.5,1.2,32.5,-0.8
20.3.2018 17:31:14,69.632858,18.960405,2.5,1.2,32.5,-0.8
20.3.2018 17:31:16,69.632827,18.960372,2.4,1.3,32.4,-0.9
20.3.2018 17:31:17,69.632812,18.96034,2.3,1.2,32.4,-0.9
20.3.2018 17:31:19,69.632789,18.960285,2.2,1.2,32.3,-0.9
20.3.2018 17:31:2,69.633018,18.960697,2.5,1.2,31.8,-0.5
20.3.2018 17:31:20,69.632774,18.960258,2.2,1.1,32.3,-0.9
20.3.2018 17:31:22,69.632743,18.96021,2.2,1.1,32.5,-0.9
20.3.2018 17:31:23,69.632728,18.960189,1.9,1.1,32.5,-0.9
20.3.2018 17:31:25,69.632705,18.960149,1.1,0.9,32.7,-1
20.3.2018 17:31:26,69.632698,18.960128,1.1,0.9,32.7,-1
20.3.2018 17:31:28,69.632675,18.960094,1.1,0.9,32.7,-1.1
20.3.2018 17:31:29,69.632659,18.960073,1.1,0.9,32.7,-1.1
20.3.2018 17:31:31,69.632637,18.960031,1.1,0.9,32.8,-1.2
20.3.2018 17:31:32,69.632621,18.96001,1.1,0.9,32.8,-1.2
20.3.2018 17:31:34,69.632598,18.95996,1,0.9,32.7,-1.2
20.3.2018 17:31:35,69.632583,18.959939,1,0.9,32.7,-1.2
20.3.2018 17:31:37,69.63256,18.95989,1.1,1,32.6,-1.2
20.3.2018 17:31:38,69.632545,18.959859,1.1,1,32.6,-1.2
20.3.2018 17:31:4,69.632995,18.960643,2.5,1.2,32,-0.5
20.3.2018 17:31:40,69.632514,18.959815,1.2,1.1,32.8,-1.2
20.3.2018 17:31:41,69.632499,18.959794,1.1,1,32.8,-1.2
20.3.2018 17:31:43,69.632476,18.959751,1.1,1,33,-1.3
20.3.2018 17:31:44,69.632461,18.959726,1.1,1,33,-1.3
20.3.2018 17:31:46,69.632438,18.959701,1.1,1,32.9,-1.3
20.3.2018 17:31:48,69.632423,18.95969,1.6,1,33,-1.3
20.3.2018 17:31:49,69.632408,18.959672,1.9,1,33,-1.3
20.3.2018 17:31:5,69.632987,18.960609,2.5,1.2,32,-0.5
20.3.2018 17:31:51,69.632377,18.95964,1.9,1,33.2,-1.3
20.3.2018 17:31:52,69.632362,18.959619,1.9,1,33.2,-1.3
20.3.2018 17:31:54,69.632324,18.959581,1.9,0.9,33.3,-1.4
20.3.2018 17:31:55,69.632308,18.959562,1.9,0.9,33.3,-1.4
20.3.2018 17:31:57,69.632278,18.959533,1.9,0.9,33.4,-1.5
20.3.2018 17:31:59,69.63224,18.959497,1.9,0.9,33.4,-1.5
20.3.2018 17:31:7,69.632949,18.960552,2.6,1.3,32.2,-0.7
20.3.2018 17:31:8,69.632934,18.960529,2.5,1.2,32.2,-0.7
20.3.2018 17:32:1,69.632217,18.959451,2,0.9,33.5,-1.4
20.3.2018 17:32:11,69.632057,18.959297,7.9,0.9,33.9,-1.4
20.3.2018 17:32:13,69.632026,18.959264,7.9,1,34.1,-1.4
20.3.2018 17:32:15,69.632003,18.959241,10.8,1.2,34.1,-1.4
20.3.2018 17:32:17,69.631973,18.959215,12.3,1.4,34.2,-1.4
20.3.2018 17:32:19,69.631942,18.95919,12.6,1.4,34.5,-1.4
20.3.2018 17:32:21,69.631912,18.959163,26.3,1.6,34.5,-1.4
20.3.2018 17:32:23,69.631881,18.959138,33.2,1.7,34.6,-1.3
20.3.2018 17:32:3,69.632186,18.959405,2,0.9,33.5,-1.4
20.3.2018 17:32:5,69.632156,18.959381,3.9,0.9,33.7,-1.4
20.3.2018 17:32:7,69.632125,18.95936,7.9,0.9,33.7,-1.4
20.3.2018 17:32:9,69.632095,18.959329,7.9,0.9,33.9,-1.4
20.3.2018 17:33:53,69.63047,18.957174,24.5,1,37.1,-1.2
20.3.2018 17:33:54,69.630455,18.957149,24.5,1,37.1,-1.2
20.3.2018 17:33:55,69.630439,18.957126,24.5,1,37.1,-1.2
20.3.2018 17:33:55,69.630439,18.957126,24.5,1,37.3,-1.2
20.3.2018 17:33:57,69.630409,18.957073,24.5,1,37.3,-1.2
20.3.2018 17:33:58,69.630401,18.957042,17.1,0.9,37.3,-1.2
20.3.2018 17:33:59,69.630386,18.95701,9.7,0.8,37.9,-1.2
20.3.2018 17:34:0,69.630378,18.956979,2.2,0.6,37.9,-1.2
20.3.2018 17:34:1,69.630355,18.956945,2.3,0.6,37.9,-1.2
20.3.2018 17:34:17,69.630035,18.956209,5.5,0.7,38.9,-1.2
20.3.2018 17:34:20,69.629981,18.956085,6.3,0.7,38.6,-1.1
20.3.2018 17:34:21,69.629974,18.956064,6.3,0.7,38.6,-1.1
20.3.2018 17:34:22,69.629959,18.956033,6.5,0.7,38.6,-1.1
20.3.2018 17:34:23,69.629943,18.956001,6.7,0.7,38.7,-1.1
20.3.2018 17:34:24,69.629928,18.955976,6.8,0.7,38.7,-1.1
20.3.2018 17:34:25,69.629913,18.955953,6.7,0.7,38.7,-1.1
20.3.2018 17:34:26,69.62989,18.955917,6.5,0.7,38.6,-1.1
20.3.2018 17:34:27,69.629875,18.955879,6.4,0.6,38.6,-1.1
20.3.2018 17:34:28,69.629852,18.955829,6.4,0.6,38.6,-1.1
20.3.2018 17:34:29,69.629829,18.955776,6.4,0.6,38.7,-1.1
20.3.2018 17:34:30,69.629806,18.955722,6.3,0.6,38.7,-1.1
20.3.2018 17:34:31,69.629783,18.955673,6.3,0.6,38.7,-1.1
20.3.2018 17:34:32,69.62976,18.955625,6.3,0.6,38.7,-1.1
20.3.2018 17:34:33,69.629737,18.955574,6.3,0.6,38.7,-1.1
20.3.2018 17:34:34,69.629714,18.955516,6.3,0.6,38.7,-1.1
20.3.2018 17:34:35,69.629692,18.955469,6.3,0.6,38.8,-1.1
20.3.2018 17:34:36,69.629669,18.955427,6.3,0.6,38.8,-1.1
20.3.2018 17:34:37,69.629646,18.955383,6.3,0.6,38.8,-1.1
20.3.2018 17:34:38,69.629623,18.955343,6.3,0.6,38.7,-1.1
20.3.2018 17:34:39,69.6296,18.955301,6.3,0.6,38.7,-1.1
20.3.2018 17:34:40,69.629577,18.955249,6.3,0.6,38.7,-1.1
20.3.2018 17:34:41,69.629554,18.955198,6.3,0.6,38.7,-1.1
20.3.2018 17:34:42,69.629531,18.95515,6.3,0.6,38.7,-1.1
20.3.2018 17:34:43,69.629508,18.955104,6.6,0.6,38.7,-1.1
20.3.2018 17:34:45,69.629455,18.955013,7.3,0.6,38.6,-1.2
20.3.2018 17:34:46,69.629432,18.954967,7.3,0.6,38.6,-1.2
20.3.2018 17:34:48,69.629386,18.95487,7.3,0.6,38.4,-1.2
20.3.2018 17:34:49,69.629364,18.954828,7.3,0.6,38.4,-1.2
20.3.2018 17:34:51,69.629318,18.954738,7.3,0.6,38.2,-1.2
20.3.2018 17:34:53,69.629295,18.954669,7.4,0.6,38.3,-1.2
20.3.2018 17:34:54,69.62928,18.954639,7.4,0.6,38.3,-1.2
20.3.2018 17:34:56,69.629257,18.954601,13.9,0.9,38.3,-1.2
20.3.2018 17:34:57,69.629241,18.954574,15,1,38.3,-1.2
20.3.2018 17:34:59,69.629219,18.954534,19.2,1,38.4,-1.1
20.3.2018 17:35:0,69.629203,18.954517,19.2,1,38.4,-1.1
20.3.2018 17:35:11,69.629043,18.95433,17.7,1,38.9,-1.1
20.3.2018 17:35:12,69.629028,18.954313,17.7,1,38.9,-1.1
20.3.2018 17:35:14,69.62899,18.95429,17.7,1,39,-1
20.3.2018 17:35:15,69.628982,18.954275,17.7,1,39,-1
20.3.2018 17:35:17,69.628952,18.954225,15.9,1,39.3,-1
20.3.2018 17:35:19,69.628921,18.954191,15,1,39.4,-1
20.3.2018 17:35:2,69.62918,18.954484,19.1,1,39,-1.1
20.3.2018 17:35:20,69.628906,18.954177,15.1,1,39.4,-1
20.3.2018 17:35:22,69.628875,18.954145,14.5,1,39,-1.1
20.3.2018 17:35:23,69.628852,18.954126,14,1,39,-1.1
20.3.2018 17:35:25,69.628822,18.954092,13.8,1.1,39.4,-1
20.3.2018 17:35:26,69.628807,18.954076,14.2,1.1,39.4,-1
20.3.2018 17:35:28,69.628776,18.954042,14.5,1.2,39.3,-1
20.3.2018 17:35:29,69.628761,18.954013,14.5,1.2,39.3,-1
20.3.2018 17:35:3,69.629165,18.954475,19.1,1,39,-1.1
20.3.2018 17:35:31,69.62873,18.954,14.5,1.2,39.2,-1
20.3.2018 17:35:32,69.628715,18.953994,14.5,1.2,39.2,-1
20.3.2018 17:35:34,69.628692,18.953981,14.5,1.2,39.1,-1
20.3.2018 17:35:35,69.628677,18.953968,14.5,1.2,39.1,-1
20.3.2018 17:35:37,69.628646,18.953937,14.6,1.2,39.1,-1
20.3.2018 17:35:38,69.628631,18.953916,14.6,1.2,39.1,-1
20.3.2018 17:35:40,69.628601,18.953859,14.6,1.2,38.9,-1
20.3.2018 17:35:41,69.628585,18.953836,14.6,1.2,38.9,-1
20.3.2018 17:35:43,69.628555,18.953804,14.2,1.2,39.2,-1
20.3.2018 17:35:45,69.628524,18.953781,13.6,1.1,39.2,-1
20.3.2018 17:35:47,69.628494,18.953752,13.5,1.1,38.9,-1
20.3.2018 17:35:49,69.628463,18.953716,13.6,1.2,38.9,-1
20.3.2018 17:35:5,69.629135,18.954441,18.2,1,39,-1.1
20.3.2018 17:35:51,69.62844,18.953674,13.6,1.2,38.8,-0.9
20.3.2018 17:35:53,69.62841,18.953645,16.2,1.4,38.8,-0.9
20.3.2018 17:35:55,69.628379,18.953615,28.1,2,38.5,-1
20.3.2018 17:35:57,69.628356,18.953575,26.8,2,38.5,-1
20.3.2018 17:35:59,69.628326,18.953554,22.6,1.9,38.6,-1
20.3.2018 17:35:6,69.629127,18.95442,17.7,1,39,-1.1
20.3.2018 17:35:8,69.629089,18.954381,17.7,1,38.9,-1.1
20.3.2018 17:35:9,69.629074,18.954366,17.7,1,38.9,-1.1
20.3.2018 17:36:1,69.628303,18.953506,22.6,1.9,38.6,-1
20.3.2018 17:36:3,69.62828,18.953474,22.6,1.9,38.1,-1
20.3.2018 17:37:56,69.626007,18.950723,1.7,0.8,37.7,-1
20.3.2018 17:37:57,69.625991,18.950702,1.6,0.8,37.6,-1
20.3.2018 17:37:58,69.625976,18.950683,1.6,0.8,37.6,-1
20.3.2018 17:37:59,69.625961,18.950664,1.5,0.8,37.6,-1
20.3.2018 17:38:0,69.625946,18.950643,2.4,0.8,37.6,-1
20.3.2018 17:38:1,69.62593,18.950622,3.3,0.8,37.6,-1
20.3.2018 17:38:10,69.625816,18.950479,4.2,0.8,37.6,-0.9
20.3.2018 17:38:11,69.625801,18.950458,4.2,0.8,37.6,-0.9
20.3.2018 17:38:12,69.625793,18.950439,4.2,0.8,37.6,-0.9
20.3.2018 17:38:13,69.625778,18.950422,4.2,0.8,37.6,-0.9
20.3.2018 17:38:14,69.625762,18.950405,4.2,0.9,37.8,-0.9
20.3.2018 17:38:15,69.625755,18.950393,4.2,0.9,37.8,-0.9
20.3.2018 17:38:16,69.62574,18.950378,4.2,0.9,37.8,-0.9
20.3.2018 17:38:17,69.625724,18.950359,4.2,0.9,37.7,-0.9
20.3.2018 17:38:18,69.625709,18.950344,4.3,0.9,37.7,-0.9
20.3.2018 17:38:19,69.625694,18.950326,4.4,0.9,37.7,-0.9
20.3.2018 17:38:2,69.625915,18.950603,4.2,0.9,37.6,-1
20.3.2018 17:38:20,69.625686,18.950307,4.6,0.9,37.6,-1
20.3.2018 17:38:21,69.625671,18.95029,4.6,0.9,37.6,-1
20.3.2018 17:38:23,69.62564,18.950252,4.7,0.9,37.7,-0.9
20.3.2018 17:38:24,69.625625,18.950237,4.7,0.9,37.7,-0.9
20.3.2018 17:38:26,69.625595,18.950201,4.7,0.9,37.5,-1
20.3.2018 17:38:27,69.625579,18.950185,4.6,0.9,37.5,-1
20.3.2018 17:38:29,69.625549,18.950157,4.5,0.8,37.5,-0.9
20.3.2018 17:38:3,69.6259,18.950588,4.2,0.9,37.6,-1
20.3.2018 17:38:30,69.625534,18.950139,4.5,0.8,37.5,-0.9
20.3.2018 17:38:32,69.625503,18.950113,4.5,0.8,37.5,-1
20.3.2018 17:38:33,69.625488,18.950099,5.1,0.8,37.5,-1
20.3.2018 17:38:35,69.625457,18.950067,6.3,0.8,37.5,-0.9
20.3.2018 17:38:36,69.625442,18.95005,6.3,0.8,37.5,-0.9
20.3.2018 17:38:38,69.625411,18.950016,6.3,0.8,37.5,-1
20.3.2018 17:38:39,69.625396,18.949996,6.1,0.8,37.5,-1
20.3.2018 17:38:4,69.625885,18.950578,4.2,0.9,37.6,-1
20.3.2018 17:38:41,69.625366,18.949954,5.6,0.8,37.5,-0.9
20.3.2018 17:38:42,69.62535,18.949934,5.6,0.8,37.5,-0.9
20.3.2018 17:38:44,69.625312,18.949901,5.8,0.8,37.2,-0.9
20.3.2018 17:38:45,69.625297,18.949882,5.8,0.7,37.2,-0.9
20.3.2018 17:38:47,69.625267,18.949823,5.8,0.7,37.1,-1
20.3.2018 17:38:48,69.625251,18.949798,5.7,0.7,37.1,-1
20.3.2018 17:38:5,69.625877,18.950567,4.2,0.9,37.6,-1
20.3.2018 17:38:50,69.625213,18.949754,5.7,0.7,37.1,-1
20.3.2018 17:38:51,69.625198,18.949733,5.7,0.7,37.1,-1
20.3.2018 17:38:53,69.625167,18.949699,5.7,0.7,37.2,-1
20.3.2018 17:38:54,69.625152,18.94968,5.7,0.7,37.2,-1
20.3.2018 17:38:56,69.625122,18.949649,5.7,0.7,37.2,-1
20.3.2018 17:38:57,69.625106,18.949636,5.7,0.7,37.2,-1
20.3.2018 17:38:59,69.625076,18.949598,5.7,0.7,37.2,-1
20.3.2018 17:38:6,69.625862,18.95055,4.2,0.9,37.6,-1
20.3.2018 17:38:7,69.625854,18.950532,4.2,0.8,37.6,-1
20.3.2018 17:38:8,69.625839,18.950515,4.2,0.8,37.6,-0.9
20.3.2018 17:38:9,69.625823,18.9505,4.2,0.8,37.6,-0.9
20.3.2018 17:39:0,69.625061,18.949577,4.8,0.7,37.2,-1
20.3.2018 17:39:11,69.624885,18.949403,3,0.6,37.1,-1
20.3.2018 17:39:12,69.62487,18.949407,3,0.6,37.1,-1
20.3.2018 17:39:14,69.624832,18.949396,3.1,0.6,37.1,-1
20.3.2018 17:39:15,69.624816,18.949392,3,0.7,37.1,-1
20.3.2018 17:39:17,69.624778,18.949371,3,0.7,37.4,-1
20.3.2018 17:39:19,69.624748,18.949352,2.8,0.6,37.4,-1
20.3.2018 17:39:2,69.625022,18.949539,3,0.6,37.3,-0.9
20.3.2018 17:39:20,69.624732,18.949335,2.7,0.6,37.4,-1
20.3.2018 17:39:22,69.624702,18.949306,2.6,0.7,37.6,-1
20.3.2018 17:39:23,69.624687,18.949289,2.6,0.7,37.6,-1
20.3.2018 17:39:25,69.624656,18.949247,2.6,0.7,38,-1
20.3.2018 17:39:27,69.624626,18.949193,2.6,0.7,38,-1
20.3.2018 17:39:29,69.624595,18.949144,2.6,0.7,38,-0.9
20.3.2018 17:39:3,69.625007,18.949516,3,0.6,37.3,-0.9
20.3.2018 17:39:31,69.624565,18.949098,2.6,0.7,38,-0.9
20.3.2018 17:39:33,69.624534,18.949054,2,0.7,38,-1
20.3.2018 17:39:35,69.624504,18.949022,0.8,0.7,37.9,-1
20.3.2018 17:39:37,69.624473,18.94898,0.9,0.7,37.9,-1
20.3.2018 17:39:39,69.624435,18.948951,0.9,0.7,37.9,-1
20.3.2018 17:39:41,69.624404,18.948923,0.9,0.8,37.9,-1
20.3.2018 17:39:43,69.624374,18.948884,0.8,0.8,37.8,-1
20.3.2018 17:39:47,69.62432,18.94882,0.8,0.8,37.9,-1
20.3.2018 17:39:5,69.624977,18.949481,3,0.6,37.4,-1
20.3.2018 17:39:6,69.624961,18.94947,3,0.6,37.4,-1
20.3.2018 17:39:8,69.624938,18.949441,3,0.6,37.3,-1
20.3.2018 17:39:9,69.624923,18.949424,3,0.6,37.3,-1
20.3.2018 17:4:0,69.62458,18.949056,3.5,1.6,28.2,2.1
20.3.2018 17:4:1,69.624595,18.949077,3.7,1.6,28.2,2.1
20.3.2018 17:4:2,69.624626,18.949113,3.8,1.7,28.2,2.1
20.3.2018 17:4:24,69.625366,18.949934,4.5,2,27.8,1.8
20.3.2018 17:4:25,69.625404,18.949972,4.7,2,27.8,1.8
20.3.2018 17:4:26,69.625434,18.950002,4.7,2,27.9,1.8
20.3.2018 17:4:27,69.625473,18.95005,4.7,2,27.9,1.8
20.3.2018 17:4:28,69.625503,18.950099,4.7,2,27.9,1.8
20.3.2018 17:4:29,69.625549,18.950143,4.7,2.1,28,1.9
20.3.2018 17:4:3,69.624649,18.949115,3.9,1.8,28.2,2.1
20.3.2018 17:4:30,69.625587,18.950187,4.7,2.1,28,1.9
20.3.2018 17:4:31,69.625617,18.950231,4.8,2.1,28,1.9
20.3.2018 17:4:32,69.625648,18.950286,4.5,2.1,28.1,1.9
20.3.2018 17:4:33,69.625679,18.950342,4.3,2.1,28.1,1.9
20.3.2018 17:4:34,69.625701,18.950378,4.1,2.1,28.1,1.9
20.3.2018 17:4:35,69.62574,18.950433,4.5,2.1,28.1,1.8
20.3.2018 17:4:36,69.625778,18.950469,4.9,2.1,28.1,1.8
20.3.2018 17:4:37,69.625816,18.950502,5.3,2.1,28,1.8
20.3.2018 17:4:38,69.625854,18.950544,5.2,2.1,28,1.8
20.3.2018 17:4:39,69.625892,18.950578,5.2,2.1,28,1.8
20.3.2018 17:4:4,69.624679,18.949159,4,1.8,28.2,2.1
20.3.2018 17:4:40,69.62593,18.950611,5.1,2.1,28.1,1.7
20.3.2018 17:4:41,69.625961,18.950666,5.1,2.1,28.1,1.7
20.3.2018 17:4:42,69.625999,18.950702,5.1,2.1,28.1,1.7
20.3.2018 17:4:43,69.626029,18.950736,5,2.1,28.1,1.7
20.3.2018 17:4:44,69.62606,18.950786,5,2.1,28.1,1.7
20.3.2018 17:4:45,69.626091,18.950819,5,2.1,28.1,1.7
20.3.2018 17:4:46,69.626121,18.950838,5.1,2.1,28.1,1.5
20.3.2018 17:4:47,69.626152,18.950855,5.8,2.2,28.1,1.5
20.3.2018 17:4:48,69.626182,18.950895,6.5,2.2,28.1,1.5
20.3.2018 17:4:49,69.62622,18.950935,7.2,2.3,28,1.3
20.3.2018 17:4:5,69.62471,18.949195,4.1,1.9,28.2,2.1
20.3.2018 17:4:50,69.626258,18.950981,7.1,2.2,28,1.3
20.3.2018 17:4:51,69.626289,18.951007,7,2.2,28,1.3
20.3.2018 17:4:52,69.626319,18.951045,7,2.2,28,1.2
20.3.2018 17:4:53,69.626358,18.951082,6.9,2.1,28,1.2
20.3.2018 17:4:54,69.626396,18.951122,6.8,2.1,28,1.2
20.3.2018 17:4:56,69.626472,18.951221,6.6,2,28,1.2
20.3.2018 17:4:57,69.62651,18.951244,6.4,2,28,1.2
20.3.2018 17:4:59,69.626571,18.951381,6.1,1.9,28.1,1
20.3.2018 17:41:10,69.622688,18.946846,36.2,1.7,36.7,-1.1
20.3.2018 17:41:11,69.622673,18.94683,36.2,1.7,36.7,-1.1
20.3.2018 17:41:12,69.622657,18.946813,36.2,1.7,36.7,-1.1
20.3.2018 17:41:13,69.622642,18.9468,36.2,1.7,37.2,-1.1
20.3.2018 17:41:14,69.622627,18.946788,36.1,1.7,37.2,-1.1
20.3.2018 17:41:15,69.622611,18.946771,36,1.7,37.2,-1.1
20.3.2018 17:41:33,69.622314,18.946493,35.7,1.6,37.4,-1
20.3.2018 17:41:34,69.622299,18.946475,35.7,1.5,37.4,-1
20.3.2018 17:41:35,69.622276,18.946458,35.2,1.5,37.4,-1
20.3.2018 17:41:36,69.622261,18.946441,34.6,1.5,37.2,-1
20.3.2018 17:41:37,69.622245,18.946426,34.1,1.6,37.2,-1
20.3.2018 17:41:38,69.62223,18.946413,34.1,1.6,37.2,-1
20.3.2018 17:41:39,69.622215,18.946401,34.2,1.6,37.4,-0.9
20.3.2018 17:41:40,69.6222,18.94639,34.2,1.6,37.4,-0.9
20.3.2018 17:41:41,69.622192,18.946378,34.9,1.6,37.4,-0.9
20.3.2018 17:41:42,69.622177,18.946371,35.5,1.6,37.6,-0.9
20.3.2018 17:41:43,69.622161,18.946365,36.2,1.6,37.6,-0.9
20.3.2018 17:41:44,69.622146,18.946348,36.2,1.6,37.6,-0.9
20.3.2018 17:41:45,69.622131,18.946331,36.2,1.7,37.5,-0.9
20.3.2018 17:41:46,69.622116,18.946313,36.2,1.7,37.5,-0.9
20.3.2018 17:41:47,69.6221,18.946298,27.3,1.5,37.5,-0.9
20.3.2018 17:41:48,69.622077,18.946287,18.4,1.4,37.4,-0.9
20.3.2018 17:41:49,69.622062,18.946275,9.4,1.2,37.4,-0.9
20.3.2018 17:41:50,69.622047,18.946262,13,1.3,37.4,-0.9
20.3.2018 17:41:51,69.622032,18.946247,16.5,1.4,37.4,-0.8
20.3.2018 17:41:52,69.622016,18.946241,20,1.5,37.4,-0.8
20.3.2018 17:41:53,69.621994,18.946235,22.1,1.4,37.4,-0.8
20.3.2018 17:41:54,69.621978,18.946226,24.2,1.4,37.4,-0.9
20.3.2018 17:41:55,69.621971,18.946212,26.3,1.4,37.4,-0.9
20.3.2018 17:41:56,69.621955,18.946199,26.2,1.4,37.4,-0.9
20.3.2018 17:41:57,69.62194,18.946184,26.2,1.4,37.5,-0.8
20.3.2018 17:41:58,69.621925,18.946174,26.2,1.4,37.5,-0.8
20.3.2018 17:41:59,69.621902,18.946155,26.2,1.4,37.5,-0.8
